'VIRGINIA ALICIA', 'BALASTEGUI PRINCIPE', '1920-07-18'
'MARIA IGNACIA', 'GHERGHE CALATAYUD', '2004-12-22'
'FELIPE ENRIQUE', 'ARETXAGA FORTIS', '1994-10-31'
'SHIHAN', 'LEMES CANALS', '1974-10-11'
'KARINA GABRIELA', 'MBALLO AHIJADO', '1961-11-23'
'VICTOR SANTIAGO', 'MONTELLANO ARAEZ', '1955-02-03'
'MANUEL ARTURO', 'IPIALES MURARU', '1972-05-20'
'MARTIN JOHN', 'COHEN SITJA', '2005-06-01'
'MARINA JULIA', 'EVANS AGUI', '2009-07-31'
'ANA FUENSANTA', 'CIORTAN BURDIEL', '1947-01-12'
'GUOQIANG', 'MENDIA RODRIGUEZ DE TEMBLEQUE', '2002-10-02'
'MARTHA LIGIA', 'CUERVO RIPALDA', '1965-03-05'
'TERESA LAURA', 'SOLIMAN ASTIZ', '1940-06-10'
'DAYRO', 'ABDELKRIM MABCHOUR', '1972-01-23'
'MANUELA ANGELA', 'COQUILLAT MAGDA', '1989-06-21'
'JORGE FRANCISCO', 'SAINERO SALI', '2015-11-17'
'SIMONA ALEXANDRA', 'COBANO FOMBUENA', '1929-06-21'
'ELISA MANUELA', 'COLODRO GREDIAGA', '1999-12-26'
'LARISA NICOLETA', 'MAILLO ARAMAYO', '1950-02-03'
'JENICA', 'MAREY VIÑES', '1929-12-09'
'DOLORES CINTA', 'MELUS LUZA', '1957-09-04'
'MARTA NATIVIDAD', 'FARRAN SUAY', '1994-03-08'
'ARMELINA', 'KAMAL PICH', '2009-05-29'
'JOVINO', 'PINAL CANOS', '1984-07-20'
'ALICIA FRANCISCA', 'COVISA VILLAGOMEZ', '1946-04-21'
'MARIA CARMEN VICTORIA', 'ELBAL DEMETER', '1920-11-11'
'ERONDINA', 'NOGUERON DAPIA', '1989-08-02'
'RUGGERO', 'MASET NAIMI', '1928-04-23'
'ZAIDA', 'CASTELLET FADIL', '1922-12-09'
'MARTA BEATRIZ', 'AGUIRREBEITIA IZURIETA', '1945-09-27'
'PEDRO LEONARDO', 'BARAKA YABAR', '1934-02-07'
'ALBA ELIZABETH', 'AIGBE MAMBLONA', '1972-06-28'
'MIQUEL ANTONI', 'JUSTES GRASA', '1967-03-29'
'CARLA ALEXANDRA', 'AYARZA LOS SANTOS', '1979-11-16'
'LUIS CESAREO', 'POTENTE CORTORREAL', '2000-06-12'
'NICOMEDA', 'CALATAYUD SALAMANQUES', '1979-08-20'
'JATIN', 'ONIEVA BENDRIS', '1944-01-23'
'AHMADOU BAMBA', 'CARDONER ARNABAT', '1990-10-09'
'KARINA MARCELA', 'LASAGA NEGRIN', '1937-01-30'
'ANA VEGA', 'VASQUEZ SANSEGUNDO', '1945-02-08'
'MARIA ALEIDA', 'RIVACOBA CONTIJOCH', '2005-03-23'
'SANTIAGO ARIEL', 'SADURNI ROYAN', '1999-05-28'
'CLARA BELEN', 'CISTERNAS DEKKER', '1923-02-28'
'ABDERAHMANE', 'BABOT RIVERON', '1935-10-27'
'GRISELDA MARIA', 'ARREZA GARABAYA', '1922-08-02'
'DAVID ALEXANDER', 'JOVER ORTIGOSA', '1964-07-10'
'MARIA ELVIA', 'CHERIFI DE FUENTES', '2015-06-06'
'ANTONIO GIL', 'GRANDES LUTZARDO', '1973-07-21'
'BALDOMERO JESUS', 'GOMEZ PARDO ALJARILLA', '1969-06-03'
'SELMA', 'DUNCAN ILLANA', '2010-02-22'
'ROBERTO GABRIEL', 'ARESO LE', '2004-09-19'
'FRANCESC LLUIS', 'EL MERABET PIEDROLA', '1932-11-13'
'EMANUEL GABRIEL', 'CASASSAS GARCIA SAAVEDRA', '1969-10-16'
'SAIDA', 'ESTRELA KANTE', '1994-12-14'
'LOURDES YOLANDA', 'NDOYE CHOMON', '1945-05-24'
'DIEGO RAUL', 'ASTASIO COTERON', '1990-12-25'
'ENORA', 'VILLASCLARAS CLOP', '2001-01-24'
'RICHARD ALBERTO', 'LITTLE VALBUENA', '1937-01-06'
'LUIS CLEMENTE', 'VIÑAU MACARRON', '1962-06-25'
'GIAN CARLOS', 'ARRONIS SANCHEZ MAYORAL', '1991-09-20'
'REZKI', 'EL OUMARI RECASENS', '1996-05-24'
'PAMELA CAROLINA', 'MARFIL ALFOSEA', '1984-04-04'
'VICTOR ALFREDO', 'CANEDA ADARRAGA', '1985-02-01'
'ERNA', 'BORDONS CARCELEN', '1989-02-08'
'NEO', 'CATOT SANGUÑA', '1964-10-22'
'PAULA ESTEFANIA', 'GERVAS PARLADE', '1965-11-02'
'CARMEN PURIFICACION', 'JAGANA CHOPO', '1921-03-20'
'DAYANA', 'LARGACHA ACHAB', '2009-01-12'
'AFRICA ISABEL', 'FRADEJAS RADOUANI', '1989-02-12'
'ION VIOREL', 'CORNIEL LOAISA', '1956-09-06'
'BERNARDETE', 'URCEIRA ESTRADERA', '1948-03-10'
'YUNJIE', 'TAVIO MUGURUZA', '1997-01-11'
'EVA ROSARIO', 'ORANTOS ACEVES', '1963-12-19'
'ELIANE', 'SABRIA GUERROUJ', '1934-06-20'
'ANA DELIA', 'PERICAS WADHWANI', '1926-06-29'
'JAY', 'HIJARRUBIA URIBE ECHEVARRIA', '1933-02-27'
'SANTA ISABEL', 'BETANCES PRAVIA', '1963-11-28'
'CLARA SUSANA', 'MAZAIRA ARISTONDO', '1971-05-26'
'CATHARINA MARIA', 'GUSTEMS SARRIO', '1980-12-14'
'NAFISSATOU', 'RIGOL DIESTE', '1992-10-05'
'JOSE ALCIDES', 'AZCUENAGA IVOVA', '1950-10-07'
'MARIANA GEORGIANA', 'PORRERO CEACERO', '1938-04-24'
'IRENE BEATRIZ', 'NUENO ASIMBAYA', '1958-01-31'
'DAVID LEONARDO', 'MORENILLA BOHIGUES', '1944-12-10'
'LORENZA MARIA', 'FLETES BADIA', '1982-02-01'
'ALFONSO DOMINGO', 'AZON GARDOKI', '1989-11-12'
'ABDESSAMIE', 'LIÑAYO MAURIÑO', '1931-07-03'
'HENRY JAVIER', 'MINAYA ELIA', '1922-05-27'
'MIREN JASONE', 'VILCHEZ SABINA', '1957-01-30'
'IRMA ESTHER', 'REIMUNDEZ ANDRONIC', '1954-12-01'
'JOSEFA ELISA', 'MISERACHS TRUJILLO', '1941-06-17'
'MARTA MARIA', 'ARES CLUA', '1997-08-20'
'PATRICIA JOSEFINA', 'CERDEIRIÑA TEMPLADO', '1954-02-20'
'ALEX ANDREI', 'BEZUNARTEA LOTERO', '2013-05-25'
'SUSANA LUISA', 'DE ALONSO MARRAHI', '2006-09-11'
'ALVARO MARIO', 'MOLERES MINDEGUIA', '1928-05-22'
'MARGARITA SANDRA', 'CARRERES LOUSA', '1947-08-08'
'PAMELA', 'INCIARTE CAVIA', '1942-08-22'
'TRAIAN', 'TERUELO MAGDALENO', '1966-01-13'
'DIALLA', 'GOIA IBIRICU', '1956-07-09'
'ISABEL COVADONGA', 'BADENAS CASTELA', '1960-06-05'
'CRISTINA LILIANA', 'STANKOVA MOROSANU', '1949-04-26'
'PAULA ESPERANZA', 'MUNGUIRA ESCANERO', '1948-07-19'
'JOHN DANIEL', 'NARANJO SADORNIL', '1932-10-31'
'ROSARIO LEONOR', 'GALATANU CORDOBA', '1988-01-10'
'LOURDES YOLANDA', 'PERABA LAGA', '1932-12-21'
'LAHOUSSINE', 'CHAM RUZAFA', '1963-04-26'
'LUCIA LAURA', 'CABEZOS ALDAVE', '1937-06-27'
'MARIA CORONACION', 'NIELL GARCIA QUISMONDO', '1980-08-10'
'YOLIMA', 'MARTY PORRA', '1962-06-25'
'BETTY ROCIO', 'NOVAC MORIENTES', '1964-06-26'
'MAKSIM', 'IBARZ MONTEAGUDO', '2000-04-12'
'FRANCISCO LUCIO', 'GARCIA PATRON AFILAL', '1975-03-31'
'GEOVANA', 'TURULL PIRAS', '1954-08-13'
'CHRISTIAAN', 'LOPEZ DE LA TORRE CUARTAS', '1984-07-08'
'NURIA MONTSERRAT', 'NOEL REGUERAS', '1978-04-12'
'SALAMA', 'SEGU MAANAN', '2005-12-12'
'PERE MARIA', 'ESTRANY POMPA', '1937-07-16'
'DANIELA ANDREINA', 'LOUM CASADEVALL', '2006-05-26'
'MARTA PATRICIA', 'FACAL SEGARRA', '1988-12-15'
'MHAMMED', 'CORA ESCANELLAS', '1965-01-12'
'SHADIA', 'KARKACH COCHO', '1945-11-09'
'ANGEL BORJA', 'LAZKANO HENESTROSA', '1987-11-22'
'AIJUN', 'EL HAMZAOUI TONDO', '1964-07-19'
'TERESA MANUELA', 'CANDON GENTIL', '1965-05-20'
'JOSE FAUSTINO', 'ZIA CABALLE', '1935-09-17'
'MANFREDO', 'LUCEA DE ALARCON', '1995-11-11'
'REMEDIOS JOSEFA', 'GARCIA UCEDA MATO', '1963-11-02'
'JESUS CARLOS', 'CARTAGENA DE ANDRADE', '2001-03-23'
'BARBARA ANDREA', 'KUZNETSOV SABRIDO', '1934-04-28'
'MICHAEL ALBERT', 'ZALDUENDO TOSINA', '1932-04-09'
'EVA CRUZ', 'FULGA SPATARU', '1973-06-23'
'ALEJANDRO ROMAN', 'BENAMARA MORADO', '1998-06-25'
'SAMARA', 'HAMMADA ADELL', '1928-05-22'
'CAROLINA VALLE', 'TEMPLADO LOTFI', '1991-04-29'
'BUENAVENTURA', 'AMUCHASTEGUI MOLANO', '1929-07-27'
'BRAHIM SALEM', 'DIAZ RULLO SANTERO', '1942-12-16'
'MARTINA MARIA', 'ABELEIRA CAPETILLO', '2003-09-05'
'JARMILA', 'ROELAS ARANZABAL', '1920-01-28'
'SANTOS VICENTE', 'OROPEZA EL HALOUI', '1948-02-03'
'IRINA MIHAELA', 'ALMEDINA CERRAJERO', '1967-03-02'
'NORA LILIANA', 'MEDIN MELCON', '1956-06-17'
'IULIAN ALEXANDRU', 'AYATS RUIZ HERRERA', '2003-10-16'
'KORAIMA', 'GORINA BADOSA', '2013-08-27'
'FATIMA EZ ZAHRA', 'CERUELO JAWO', '2006-11-25'
'ROSEMARY ANN', 'DE PALACIO MOSER', '1983-05-08'
'RONG', 'BERENJENO AYUB', '1961-04-27'
'HORACIO ENRIQUE', 'EL ABDI TRENCH', '1992-01-13'
'BILYANA', 'ANDA CERVIÑO', '1964-05-13'
'PAYAL', 'CONGOSTO TOALA', '1928-07-28'
'GUILLERMO EDUARDO', 'MARTIN MORA MARCANO', '1975-10-04'
'EDUARDO CARLOS', 'ARANZUEQUE CEREZALES', '2000-11-03'
'JOANNE LOUISE', 'MARTIR BOUZIZOUA', '1924-01-18'
'JOAN JOSE', 'BOLDO BALSEIRO', '1997-10-24'
'FRANCISCO CRISTOBAL', 'URIBARREN MAZAS', '1934-11-10'
'JORGE ROLANDO', 'MENOYO RIGAT', '1952-12-11'
'BENABDELLAH', 'CHARCO AROZAMENA', '1976-06-02'
'JESUS CARMELO', 'MARTIN DE BERNARDO CANDANEDO', '1962-03-23'
'ADRIAN CONSTANTIN', 'SIO ARAOZ', '1972-11-03'
'WAFA', 'ORBAÑANOS GONDA', '1986-02-28'
'ALICJA MARIA', 'HERNANI ARCILA', '1927-01-09'
'FRANCISCO CRISTIAN', 'ABOLAFIO MAYOLA', '1998-07-29'
'GABRIEL ARTURO', 'LLOBREGAT EL AZHARI', '1955-05-17'
'LUIS ERNESTO', 'FORNIER TURIÑO', '1927-02-27'
'STEPHEN', 'GARCIOLO MAY', '1918-06-18'
'FLOR ANGELA', 'GOMEZ DE LAS HERAS GRANEL', '1942-01-02'
'RENATAS', 'CASTEL LAHLOU', '1975-12-24'
'MARGARITA ANGELA', 'URGOITI BRASOVEANU', '1920-07-30'
'BELEN INMACULADA', 'VILAGINES ULACIA', '1948-06-28'
'PATRICIA FERNANDA', 'ROJO ARNELA', '1954-05-11'
'ROBERTO TOMAS', 'HERES SENLLE', '2007-05-08'
'MARENE', 'LLAVE LANZUELA', '2010-11-21'
'JORDY ALEXANDER', 'MONEDERO DASTIS', '2012-07-12'
'ANA LIZ', 'PIJUAN GERONA', '1933-10-01'
'JOYCE', 'CARUS AGARRADO', '1960-07-26'
'AFRA', 'ORELL PARRALEJO', '1963-09-05'
'TOMMY', 'SUBINAS CORTACERO', '2001-07-22'
'ALVARO JOAQUIN', 'MAZZA SUBIRES', '1949-07-30'
'IOAN ANDREI', 'ALAJARIN CRISTESCU', '1985-08-19'
'DEISY MARIA', 'DE ROA OGALLAR', '1999-09-09'
'ANNA CRISTINA', 'CAÑAS CAMPALLO', '1934-09-19'
'YANEISI', 'ALCOLADO TRESGALLO', '1982-01-02'
'ALISHBA', 'MAO COMUÑAS', '1993-06-07'
'JALILA', 'FONTSECA WILLIS', '1956-05-15'
'HAJRA', 'SOLEDISPA LETOSA', '1935-10-17'
'ARSALAN', 'MORELLI MAZCUÑAN', '1955-09-19'
'CESAR ARTURO', 'KICHOUHI MELON', '1934-08-26'
'HIRA', 'MOUCO ZOTANO', '1958-03-25'
'ELOY FRANCISCO', 'MONTANS VILLACRECES', '1984-01-08'
'CRISTINA ELIZABETH', 'VINIEGRA CHARAFI', '1998-07-21'
'JOSE JESUS', 'PILAY CONTERO', '2005-01-11'
'MAYSAA', 'ORRO AMUTIO', '1976-12-27'
'SHUANGFENG', 'VALDES EL BAKKOURI', '1922-10-21'
'CLARIVEL', 'COIMBRA PACHECA', '1946-08-14'
'MIREN IKERNE', 'HORTET BARTUAL', '2009-01-10'
'FABIOLA CAROLINA', 'LABARRA GRECU', '1961-03-20'
'NORMA CONCEPCION', 'SEBAI MARKOVA', '2004-04-08'
'PAULA ANGELES', 'JANER LECEA', '1984-05-13'
'GAGANDEEP', 'ARIJON RUCIO', '1996-09-17'
'CLEITON', 'BUENA RIVELA', '1950-10-22'
'JOHN STEPHEN', 'ORTIGAS CANCINO', '2011-11-21'
'ANA AMAYA', 'BENTOS BULLON', '1975-04-12'
'OSCAR GUSTAVO', 'MANCHO BOLBOS', '1996-08-26'
'MADDI', 'MUÑUMEL PAISAN', '1976-08-13'
'ANGEL JORGE', 'ROJI ZARO', '1948-10-14'
'OSCAR AUGUSTO', 'PIRIS MELENDRE', '1969-10-12'
'HUGO', 'ASCARIZ MARTIN DEL CAMPO', '1997-07-02'
'JOAQUIN LORENZO', 'CASULLERAS SHEIKH', '1933-05-14'
'RQUIA', 'ZAKARYAN ELCACHO', '1962-10-23'
'QAMAR', 'EZEQUIEL ATUTXA', '1952-04-04'
'BERTOL', 'FILIPOV SAINZA', '1935-11-07'
'NONILA', 'PORTELA FORNOS', '2004-11-03'
'PAULA SOFIA', 'ARLANZON BARNEO', '1926-02-01'
'CLARA ISABEL', 'ABBADI TALAVANTE', '1964-03-31'
'MARTIÃ‘O', 'MELNYCHUK EL MASOUDI', '1991-03-17'
'NIDIA', 'BATISTA OVEJERO', '1968-08-01'
'CAYETANA', 'DUFFY ESTANGUI', '1999-02-07'
'YUNUS', 'CARRETON CARDOZO', '1968-03-10'
'DAIREN', 'DEL COSO ARTEAGOITIA', '1952-10-17'
'SIXTO JAVIER', 'JADRAQUE MENASALVAS', '1926-02-13'
'BERTILDA', 'CASAMIQUELA CHAMI', '1941-05-19'
'NAJIH', 'PEINADOR EL HALLAOUI', '1937-06-02'
'ANTONIO JAVIER', 'VIFORCOS PARERA', '1961-04-21'
'MARTA ROSALIA', 'COOPER BEN SALAH', '2015-01-30'
'JULIO DAVID', 'TURPIN GIBANEL', '2014-01-27'
'HILDA LUZ', 'CRISOSTOMO CAICOYA', '1969-07-23'
'ELENA GEORGIANA', 'RUBIAS PUYAL', '1919-10-23'
'GEORGI STOYANOV', 'PARRALO VISCONTI', '2002-10-02'
'KARINA VANESA', 'CAZA ETXEBARRIETA', '1965-02-12'
'KOLDOBIKA MIKEL', 'DE LA PRIETA CARDENAL', '1975-12-15'
'FRANCISCA LAURA', 'ANDREI ADA', '1931-06-05'
'JOJO', 'RIANI SANTAPAU', '1968-08-31'
'RITA VICTORIA', 'BORRUT BALDUQUE', '1979-11-02'
'GERMAN RICARDO', 'MURGU GUARIDO', '1973-03-26'
'MAHAMADU', 'DUEÑA OMEDAS', '1951-08-30'
'EDUARDO MAURICIO', 'PUEBLAS AGOTE', '1969-06-18'
'WANDER', 'MUÑOZ DE LEON VILARDELL', '2004-04-30'
'AYNHOA', 'BASABE CADAVID', '2000-11-02'
'LILIANA VALLE', 'CABARROCAS ANENTO', '2001-11-08'
'BRYAN ENRIQUE', 'JARRIN PAUTA', '1931-06-01'
'MARIA DIOSELINA', 'AMESNAOU VALLESPIN', '1924-07-10'
'DIMITRIOS', 'LLOVELL SILVANO', '1971-11-19'
'IAN MARTIN', 'MISLATA FARGA', '1939-07-03'
'MARIUS MADALIN', 'BERRIOZABAL SAN ANDRES', '1961-06-21'
'SCHEHERAZADE', 'OURO AGUIRAN', '1975-01-18'
'DESIREE MARIA', 'MACARRILLA HARCHI', '1924-07-12'
'MARIAN LAURENTIU', 'AMURIZA DIAZ DE ESPADA', '2014-12-17'
'ALVARO SANTIAGO', 'BAGLIETTO DE LA TORRE', '1922-05-09'
'ION CATALIN', 'OZUNA LOPEZ REINA', '1925-02-02'
'SAQLAIN', 'ROMANILLOS ALVARGONZALEZ', '1980-10-23'
'ADRIAN IULIAN', 'COTILLAS MIJARES', '1972-07-25'
'BLAS ALEJANDRO', 'BOUAZZA ALGARIN', '1988-07-25'
'ANDREA ELISABETH', 'NECHIFOR CLADERA', '1982-07-08'
'INCA', 'DE INES TOBIA', '1975-09-25'
'SANTIAGO JORGE', 'SANTOLAYA UTSET', '1976-11-02'
'LILIANA ALINA', 'CULEBRAS RAZKIN', '2013-01-27'
'MAURICIO DANIEL', 'BAR MASEDA', '1999-10-16'
'LUCAS JUAN', 'TARDON LIBRAN', '2015-04-19'
'NASSIRA', 'DA CONCEIÇAO TAVIRO', '1994-04-19'
'SANTIAGO FERNANDO', 'LYU ANDA', '1979-11-02'
'ELEUTERIO JOSE', 'VALLADOLID CUASANTE', '1974-07-12'
'IDA', 'MUCIENTES PILOÑETA', '1964-03-22'
'IRENE LAURA', 'GASTALDO CUERDA', '1937-03-01'
'IKER GABRIEL', 'CALVO PARRA CORSINI', '1936-05-16'
'MELISSA MARIA', 'MAMPEL MOSEGUI', '2004-10-05'
'WEIGUO', 'CHACARTEGUI ARREBA', '2008-01-08'
'HUIZHEN', 'VANACLOCHA GARGANTILLA', '2003-12-31'
'ZHIGANG', 'MILLE HORCAJADA', '1998-03-28'
'GABRIELLY', 'COYAGO TRANCHE', '2011-07-19'
'CHESUS', 'CHAVELI DIAZ CANEJA', '2006-05-11'
'SIYKA', 'HAYOUN TORRENT', '2013-07-22'
'AMA', 'MONDELO FONOLLA', '1984-03-09'
'LUIS YERAY', 'COTE PERAILE', '1957-10-17'
'ACORAN', 'ARACIL GUERRICAGOITIA', '1994-08-06'
'SAMANTHA', 'BERUETE SPINA', '1983-08-24'
'BOZENA', 'PLATEL ORTS', '1954-09-26'
'KHALIFA ABABACAR', 'CADAVID DIAWARA', '1971-12-23'
'VERONICA ANDREA', 'BALMORI CABREIRA', '1964-10-25'
'KAZIMIERA', 'RODIL DE DIEGO', '1997-05-27'
'TEHMINE', 'ANTIA RIVEIRA', '1939-12-13'
'HILDA LUZ', 'FONTANEDA ZHENG', '1962-09-25'
'JANNAT', 'HINESTROZA CANUDAS', '1939-11-09'
'LILI', 'RIENDA RAFECAS', '1930-01-07'
'MANUEL PERFECTO', 'OLCINA GRANDE', '1940-02-28'
'CONCEPCION ARMENIA', 'DE JUANA CABEZALI', '1985-03-21'
'JORGE ARTURO', 'DEL CERRO ONTIVERO', '1976-03-02'
'SALLY ANN', 'BATLLO LLIDO', '1962-06-13'
'TIFANI', 'CAÑADAS BAYE', '1968-09-03'
'MOHSEN', 'MOROSAN GARRASTAZU', '2010-07-29'
'ABDELOUAHD', 'GONDRA LAKSIR', '1973-11-20'
'DIANA GEORGIANA', 'HERIAS CAUDELI', '2004-10-03'
'NANCY ANDREA', 'ECHAVARREN MILEA', '1965-07-15'
'IRON', 'JORDAO HONORIO', '1969-11-29'
'JOSELITO', 'MANRUBIA ARNESTO', '1956-10-12'
'LEONTINA', 'GASSET AYZA', '1990-02-01'
'SARAIMA', 'LECUONA JADAN', '1964-10-19'
'PILAR MANUELA', 'MOLEDO YEVES', '1957-09-25'
'SILVIA MARIA', 'ORTIGAS MORO', '1969-06-17'
'MARTIN TOMAS', 'SUS MERCADO', '1957-07-09'
'ISABEL EULALIA', 'GUERRO RGUIG', '1984-01-13'
'EDUARDO PEDRO', 'LOPEZ DE AGUILETA EL AYADI', '2010-12-23'
'ZULMA', 'ANGUIANO LECHADO', '1921-10-04'
'FRANCISCO JOEL', 'SENDER COBIAN', '1991-10-05'
'FABIANA ANDREA', 'LECANDA CISTERNAS', '1958-03-04'
'GEORGIANA MADALINA', 'FIRVIDA ULLA', '2006-06-17'
'BOUARFA', 'RIOL ROLON', '1964-10-28'
'SELOUA', 'CORZO ALMENTA', '1941-10-08'
'JOSE RUBIEL', 'SANGRA ANGULLO', '2014-04-02'
'ELIANE CRISTINA', 'GALLES SARMIENTO', '2001-10-30'
'YAGO MANUEL', 'BAÑOS PANTIGA', '1938-04-15'
'ANDREA ELENA', 'JOYERA TORMES', '1947-04-06'
'ELCIRA', 'NICU OREJAS', '1989-03-04'
'DARWIN VICENTE', 'RUIZ CALERO PICHEL', '1979-01-05'
'BETHY', 'DITO EL GHAZALI', '1922-07-21'
'DANIEL AARON', 'VIVIANI CASERMEIRO', '1967-06-24'
'FELICIANA MARIA', 'GAL PANIAGUA', '2013-01-09'
'OSCAR ANTONIO', 'MARDOMINGO GOIRIGOLZARRI', '1942-06-14'
'JABBAR', 'FONTES DIEGUEZ', '1931-03-16'
'JADEN', 'GARCIA DE LEON VALLELADO', '1922-05-29'
'ISMAEL MIGUEL', 'LOPEZ REINA TIGRE', '1946-05-23'
'CARMEN OLIVA', 'VILLARTA CUTRINA', '2013-06-21'
'LUIS FRANCISCO', 'CASTELO OUCHAN', '1985-05-28'
'LUZ VIRGINIA', 'YACOUBI PAL', '1963-04-01'
'AREEJ', 'BRICIO AGRELO', '1954-06-17'
'SATURNINO MANUEL', 'GARCIA DE CASTRO ESTOPA', '1956-08-11'
'ADRIANA SILVIA', 'CHARNECO CUCOS', '1975-02-02'
'ANTONIO ROSENDO', 'QUIZHPI BARRULL', '1939-12-04'
'JORGE BLAS', 'PEREZ CEJUELA BARAMBIO', '1982-10-24'
'BLANCA NIEVE', 'MARCET VILARDAGA', '1943-10-19'
'CAROLINA CRISTINA', 'MARINOVA ZUMARRAGA', '1964-11-17'
'RAQUEL ELISA', 'GARCIA DE LEANIZ FERRATER', '1995-01-16'
'MARYAN', 'OLMEDILLA ARBIOL', '2008-05-15'
'JULIA LORENA', 'FIRMINO ANADON', '1997-12-29'
'HEATHER ANN', 'DIESTRO DOLERA', '1967-09-23'
'LOURDES SUSANA', 'SANGUINETTI TELLECHEA', '1997-12-12'
'ALEJANDRA DOLORES', 'CIRILLO OSCOZ', '1994-12-17'
'JUAN JACINTO', 'MOURON STEFANOVA', '1943-01-28'
'WALTER ALBERTO', 'ARAMBARRI FERNANDEZ PANIAGUA', '1958-05-26'
'ALEXANDRE MIGUEL', 'PRESTAMO MEDINILLA', '1919-03-04'
'BETSY', 'BOUARFA BUEZAS', '1951-11-19'
'EVGENIY', 'STITOU BASCOY', '1925-06-21'
'DAVID IOAN', 'BARCONES EUGERCIOS', '1956-03-27'
'FAUSTINO JOSE', 'VIÑOLAS PANCHI', '1966-12-28'
'MARIA DORLETA', 'SALLARES PODADERA', '2005-12-05'
'JUAN LAZARO', 'QUERENCIAS BRUGUERA', '1937-07-08'
'PILAR CONSUELO', 'VERGEL MARTINEZ DE MARIGORTA', '1997-10-31'
'ALFONSO PABLO', 'FONTANILLA HAMMOUDI', '1927-08-05'
'ARATZ', 'MEIZOSO ESSADIKI', '2010-04-02'
'ANNE MARGARET', 'MOZO MUZA', '1966-04-16'
'JOSEPHINE', 'COBANO PADROSA', '1961-09-15'
'IVAN JOSE', 'CITORES MANSOUR', '2002-10-15'
'SOFIA LAURA', 'ORIACH PEJO', '1985-10-05'
'CLARA IRENE', 'BAHRAOUI LIBEROS', '1929-03-03'
'NEHA', 'DE FARIA TORRENS', '1988-05-06'
'ELSE', 'MAREQUE ADA', '1940-04-11'
'ANZHELA', 'AGELL BERNUY', '1957-10-13'
'CARLOS WILSON', 'CICERO CERQUEDA', '1944-06-13'
'JIANYONG', 'SAMPERA BARRUSO', '1936-08-24'
'ANA LOREDANA', 'HARTMANN ZALAZAR', '1980-11-29'
'NAYRA CARMEN', 'CAVALLO SIDKI', '1921-02-16'
'CRISTINA NATIVIDAD', 'NIÑO RUJANO', '1959-11-09'
'ISAM', 'ORMAD CARDENES', '1947-02-18'
'JETTE', 'LAMKADDEM EL AMRAOUI', '1939-08-29'
'DARIUS STEFAN', 'SAA VIME', '1997-11-15'
'FERNANDO MARIANO', 'VIAR ETXABE', '1987-12-24'
'DIANA ROSARIO', 'LENA MARTIRENA', '1926-01-25'
'NOREDINE', 'ARJONA MUGUERZA', '2011-06-28'
'RAMON JORGE', 'MITJA CATALUÑA', '1990-09-18'
'LAURA MABEL', 'JOSE CRUCEIRA', '1943-05-25'
'DIANA KATHERINE', 'ALAYETO GOIRIGOLZARRI', '1988-03-09'
'LEIRE CARMEN', 'LLAMES PARIS', '1936-11-09'
'JILALI', 'CAPDET BUZZIAN', '2008-01-02'
'TIMOTHY MICHAEL', 'LAMBIES SARR', '1965-06-10'
'ANDERSON STEVEN', 'MAHAMUD MITJANA', '1939-07-15'
'HANS PETER', 'KHOUYA NIÑOLES', '2000-12-22'
'SOLMIRA', 'JAREN VILCA', '1943-04-30'
'JEROME', 'CHANCA HARO', '2009-07-19'
'JOANNA ELIZABETH', 'ZUÑEDA ACHURRA', '2013-08-07'
'SANDRA ESTHER', 'CORRALO ESCORIHUELA', '1949-10-25'
'HONORIO', 'LIZAGA GALIANO', '1933-10-14'
'URRATEGI', 'TANTIÑA ANGUAS', '1924-05-05'
'GELASIO', 'MIMUN MOMPEL', '1947-12-28'
'KEPA ANDONI', 'SOSPEDRA RETOLAZA', '1976-04-16'
'JORGE ISMAEL', 'AROCO JILALI', '1936-01-26'
'TESIFON', 'MOUGAN JANSANA', '1969-09-25'
'RODRIGO ADRIAN', 'QUIÑOY VILLODAS', '1978-06-26'
'ALEJANDRA CONCEPCION', 'SANZ DE GALDEANO LOMBAS', '2005-12-11'
'MARIA PRAZERES', 'AGUZA FOLEY', '1926-10-18'
'ADIELA', 'PANTOJA CREMADES', '2006-10-07'
'ANGELICA', 'MARENGO LUCENA', '1953-09-05'
'TANIA ROCIO', 'PAVIA ARAUS', '1971-04-07'
'RITA ESTHER', 'HATIM BAJONA', '1920-08-23'
'OCTAVIA', 'HAY CORMAN', '1969-01-05'
'ZHOR', 'MALIK SALAMA', '1955-02-03'
'JORGE JUNIOR', 'FAURIA MALPARTIDA', '2010-06-14'
'SONIA ALEXANDRA', 'PLUMA KHAYALI', '1923-06-01'
'DAIA', 'BULEO ATAZ', '2007-12-29'
'GINA', 'CANDIAL FILELLA', '2007-12-29'
'ANDER', 'AGMIR ELIO', '1965-09-29'
'MARIA CONTEMPLACION', 'STITOU GABARRA', '1982-02-19'
'ALICIA ANGELICA', 'BAZUELO URBON', '2003-05-14'
'IZARNE', 'CHERREZ ALMIRA', '1932-03-24'
'JOSE URIEL', 'CANER MARTIRENA', '1933-12-09'
'HUGO MARTIN', 'MOZO CHILET', '1954-04-25'
'HANS MARTIN', 'RODEA LEÑA', '1944-04-12'
'EUGENIA', 'ALUJAS MORONTA', '1978-07-23'
'ALONSO', 'PERUGA MANOVEL', '2000-04-02'
